Filename,Penalty,P,Iter,Function_Value,Optimal_X,Distribution,Num_Evaluations,Phase_Time,Total_Time
Problem_5Sat3Gs_0_4.json,1.5,7,4,-4.657943,"[-0.19935383830196818, -0.1775885396676706, -0.13779969334727546, -0.14459140526150516, 0.07052652863289166, -0.03963807071936782, -0.022791476586466904, 0.43361248287788806, 0.8185967583207528, 1.183753923308289, 0.9515713775336918, -0.326209190043076, 1.9852315008890515, 0.8791324058235992]","""0,1869,1,150,1000,18,2,6,1001,3,2000,2""",1000,2110.58,18681.53
Problem_5Sat3Gs_0_4.json,1.5,7,5,-4.657943,"[-0.19935383830196818, -0.1775885396676706, -0.13779969334727546, -0.14459140526150516, 0.07052652863289166, -0.03963807071936782, -0.022791476586466904, 0.43361248287788806, 0.8185967583207528, 1.183753923308289, 0.9515713775336918, -0.326209190043076, 1.9852315008890515, 0.8791324058235992]","""0,1905,1,115,1000,23,2,3,1001,2""",1000,2623.53,19194.48
Problem_5Sat3Gs_0_4.json,1.5,7,6,-4.657943,"[-0.19935383830196818, -0.1775885396676706, -0.13779969334727546, -0.14459140526150516, 0.07052652863289166, -0.03963807071936782, -0.022791476586466904, 0.43361248287788806, 0.8185967583207528, 1.183753923308289, 0.9515713775336918, -0.326209190043076, 1.9852315008890515, 0.8791324058235992]","""0,1877,1,131,1000,26,2,9,1001,3,2000,2""",1000,3136.11,19707.07
Problem_5Sat3Gs_0_4.json,1.5,7,7,-4.657943,"[-0.19935383830196818, -0.1775885396676706, -0.13779969334727546, -0.14459140526150516, 0.07052652863289166, -0.03963807071936782, -0.022791476586466904, 0.43361248287788806, 0.8185967583207528, 1.183753923308289, 0.9515713775336918, -0.326209190043076, 1.9852315008890515, 0.8791324058235992]","""0,1890,1,124,1000,22,2,6,2000,4,1001,2""",1000,3651.68,20222.64
Problem_5Sat3Gs_0_4.json,1.5,7,8,-4.657943,"[-0.19935383830196818, -0.1775885396676706, -0.13779969334727546, -0.14459140526150516, 0.07052652863289166, -0.03963807071936782, -0.022791476586466904, 0.43361248287788806, 0.8185967583207528, 1.183753923308289, 0.9515713775336918, -0.326209190043076, 1.9852315008890515, 0.8791324058235992]","""0,1876,1,128,1000,33,2,8,1001,3""",1000,4166.20,20737.15
Problem_5Sat3Gs_0_4.json,1.5,7,9,-4.657943,"[-0.19935383830196818, -0.1775885396676706, -0.13779969334727546, -0.14459140526150516, 0.07052652863289166, -0.03963807071936782, -0.022791476586466904, 0.43361248287788806, 0.8185967583207528, 1.183753923308289, 0.9515713775336918, -0.326209190043076, 1.9852315008890515, 0.8791324058235992]","""0,1883,1,120,1000,30,2,8,1001,4,2000,3""",1000,4681.60,21252.55
Problem_5Sat3Gs_0_4.json,1.5,7,10,-4.657943,"[-0.19935383830196818, -0.1775885396676706, -0.13779969334727546, -0.14459140526150516, 0.07052652863289166, -0.03963807071936782, -0.022791476586466904, 0.43361248287788806, 0.8185967583207528, 1.183753923308289, 0.9515713775336918, -0.326209190043076, 1.9852315008890515, 0.8791324058235992]","""0,1887,1,127,1000,26,2,7,1001,1""",1000,5200.38,21771.34
Problem_5Sat3Gs_0_4.json,1.5,8,1,-4.670200,"[-0.19720274040509606, -0.18088484791522175, -0.148440200068382, -0.15021982395842506, 0.07095466622753929, -0.0543350229289202, -0.017766339322852, -0.020333760338356197, 0.4266307660329711, 0.8043506536515376, 1.1583501985765896, 0.982809033425386, -0.39428668651765875, 1.965870156918348, 0.8922044321130275, 0.8771374413868659]","""0,1887,1,119,1000,26,2,7,1001,5,2000,4""",1000,635.39,22406.73
Problem_5Sat3Gs_0_4.json,1.5,8,2,-4.670200,"[-0.19720274040509606, -0.18088484791522175, -0.148440200068382, -0.15021982395842506, 0.07095466622753929, -0.0543350229289202, -0.017766339322852, -0.020333760338356197, 0.4266307660329711, 0.8043506536515376, 1.1583501985765896, 0.982809033425386, -0.39428668651765875, 1.965870156918348, 0.8922044321130275, 0.8771374413868659]","""0,1920,1,92,1000,24,2,6,1001,5,2000,1""",1000,1215.15,22986.48
Problem_5Sat3Gs_0_4.json,1.5,8,3,-4.670200,"[-0.19720274040509606, -0.18088484791522175, -0.148440200068382, -0.15021982395842506, 0.07095466622753929, -0.0543350229289202, -0.017766339322852, -0.020333760338356197, 0.4266307660329711, 0.8043506536515376, 1.1583501985765896, 0.982809033425386, -0.39428668651765875, 1.965870156918348, 0.8922044321130275, 0.8771374413868659]","""0,1898,1,114,1000,18,2,11,2000,5,1001,2""",1000,1792.12,23563.45
Problem_5Sat3Gs_0_4.json,1.5,8,4,-4.670200,"[-0.19720274040509606, -0.18088484791522175, -0.148440200068382, -0.15021982395842506, 0.07095466622753929, -0.0543350229289202, -0.017766339322852, -0.020333760338356197, 0.4266307660329711, 0.8043506536515376, 1.1583501985765896, 0.982809033425386, -0.39428668651765875, 1.965870156918348, 0.8922044321130275, 0.8771374413868659]","""0,1923,1,98,1000,17,1001,4,2,4,2000,2""",1000,2369.11,24140.44
Problem_5Sat3Gs_0_4.json,1.5,8,5,-4.670200,"[-0.19720274040509606, -0.18088484791522175, -0.148440200068382, -0.15021982395842506, 0.07095466622753929, -0.0543350229289202, -0.017766339322852, -0.020333760338356197, 0.4266307660329711, 0.8043506536515376, 1.1583501985765896, 0.982809033425386, -0.39428668651765875, 1.965870156918348, 0.8922044321130275, 0.8771374413868659]","""0,1906,1,110,1000,20,2,7,2000,3,1001,2""",1000,2947.84,24719.18
Problem_5Sat3Gs_0_4.json,1.5,8,6,-4.670200,"[-0.19720274040509606, -0.18088484791522175, -0.148440200068382, -0.15021982395842506, 0.07095466622753929, -0.0543350229289202, -0.017766339322852, -0.020333760338356197, 0.4266307660329711, 0.8043506536515376, 1.1583501985765896, 0.982809033425386, -0.39428668651765875, 1.965870156918348, 0.8922044321130275, 0.8771374413868659]","""0,1912,1,99,1000,26,2,6,2000,2,1001,2,3,1""",1000,3533.26,25304.60
Problem_5Sat3Gs_0_4.json,1.5,8,7,-4.670200,"[-0.19720274040509606, -0.18088484791522175, -0.148440200068382, -0.15021982395842506, 0.07095466622753929, -0.0543350229289202, -0.017766339322852, -0.020333760338356197, 0.4266307660329711, 0.8043506536515376, 1.1583501985765896, 0.982809033425386, -0.39428668651765875, 1.965870156918348, 0.8922044321130275, 0.8771374413868659]","""0,1899,1,112,1000,20,2,9,1001,4,2000,2,3,2""",1000,4113.03,25884.36
Problem_5Sat3Gs_0_4.json,1.5,8,8,-4.670200,"[-0.19720274040509606, -0.18088484791522175, -0.148440200068382, -0.15021982395842506, 0.07095466622753929, -0.0543350229289202, -0.017766339322852, -0.020333760338356197, 0.4266307660329711, 0.8043506536515376, 1.1583501985765896, 0.982809033425386, -0.39428668651765875, 1.965870156918348, 0.8922044321130275, 0.8771374413868659]","""0,1882,1,120,1000,29,1001,7,2,5,2000,4,3,1""",1000,4688.34,26459.68
